"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo;Visibilidad
promo-lente-completo-con-filtro-azul-y-antireflejo-stock-vr2a2;;;Modelo;10;;;;;0.00;;0.30;25.00;8.00;8.00;;;;;;;;;;;;;;;;
promo-lente-completo-con-filtro-azul-y-antireflejo-stock-vr2a2;;;Modelo;11;;;;;0.00;;0.30;25.00;8.00;8.00;;;;;;;;;;;;;;;;
clip-on-formosa-tt12;"CLIP-ON FORMOSA TT12";"Todos los productos > Armazones de Receta, Todos los productos > Promociones, Todos los productos > Clip-On";Color;Marrón;;;;;0.00;;0.30;25.00;8.00;8.00;1;936;;SI;SI;"<p data-start=""83"" data-end=""555"">El Formosa TT12 ofrece una combinaci&oacute;n ideal de practicidad, dise&ntilde;o y excelente <strong data-start=""208"" data-end=""235"">relaci&oacute;n precio-calidad</strong>. Su estructura de material liviano en tono azul opaco presenta un formato geom&eacute;trico moderno y c&oacute;modo, con un clip-on solar imantado <strong data-start=""369"" data-end=""383"">polarizado</strong>, que brinda protecci&oacute;n total frente a los rayos UV y reduce los reflejos. Un modelo vers&aacute;til y funcional, pensado para acompa&ntilde;arte todos los d&iacute;as con estilo.</p>
<p data-start=""557"" data-end=""580""><strong data-start=""557"" data-end=""578"">TAMA&Ntilde;O L (GRANDE)</strong></p>
<p data-start=""85"" data-end=""526"">&nbsp;</p>
<p data-start=""582"" data-end=""626""><strong data-start=""582"" data-end=""607"">Accesorios incluidos:</strong> estuche / 1 clip</p>";"CLIPON, METAL, UNISEX";;;FORMOSA;SI;;;;;Visible
clip-on-formosa-tt12;;;Color;Azul;;;;;0.00;;0.30;25.00;8.00;8.00;1;935;;;;;;;;;;;;;;
clip-on-formosa-flo20-c5;"CLIP-ON FORMOSA FLO20 C5";"Todos los productos > Armazones de Receta, Todos los productos > Promociones, Todos los productos > Clip-On";;;;;;;0.00;;0.30;25.00;8.00;8.00;0;933;;SI;SI;"<p data-start=""77"" data-end=""579"">El Formosa FLO20 C5 combina dise&ntilde;o, funcionalidad y una excelente <strong data-start=""186"" data-end=""213"">relaci&oacute;n precio-calidad</strong>. Su estructura met&aacute;lica dorada ultraliviana brinda elegancia y comodidad, mientras que el clip-on solar imantado transforma el armaz&oacute;n de receta en un lente de sol con protecci&oacute;n UV en segundos. Los cristales del clip presentan un tono gris degrad&eacute; que aporta estilo y protecci&oacute;n. Una opci&oacute;n pr&aacute;ctica y moderna para quienes buscan un anteojo vers&aacute;til y accesible.</p>
<p data-start=""581"" data-end=""605""><strong data-start=""581"" data-end=""603"">TAMA&Ntilde;O M (MEDIANO)</strong></p>
<p data-start=""143"" data-end=""620"">&nbsp;</p>
<p data-start=""607"" data-end=""651""><strong data-start=""607"" data-end=""632"">Accesorios incluidos:</strong> estuche / 1 clip</p>";"CLIPON, DAMA, METAL";;;FORMOSA;SI;;;;;Visible
clip-on-formosa-om5033-c1;"CLIP-ON FORMOSA OM5033 C1";"Todos los productos > Armazones de Receta, Todos los productos > Promociones, Todos los productos > Clip-On";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;931;;SI;SI;"<p data-start=""85"" data-end=""526"">El Formosa OM5033 C1 combina practicidad, estilo y una excelente <strong data-start=""194"" data-end=""221"">relaci&oacute;n precio-calidad</strong>. Su dise&ntilde;o rectangular cl&aacute;sico en color negro ofrece un look moderno y vers&aacute;til, ideal para todo tipo de rostro. El clip-on solar imantado transforma el armaz&oacute;n de receta en un lente de sol con protecci&oacute;n UV en cuesti&oacute;n de segundos. Un modelo c&oacute;modo y funcional pensado para el uso diario.</p>
<p data-start=""528"" data-end=""552""><strong data-start=""528"" data-end=""550"">TAMA&Ntilde;O M (MEDIANO)</strong></p>
<p data-start=""143"" data-end=""620"">&nbsp;</p>
<p data-start=""554"" data-end=""598""><strong data-start=""554"" data-end=""579"">Accesorios incluidos:</strong> estuche / 1 clip</p>";"CLIPON, METAL, UNISEX";;;FORMOSA;SI;;;;;Visible
clip-on-formosa-om88062-c5;"CLIP-ON FORMOSA OM88062 C5";"Todos los productos > Armazones de Receta, Todos los productos > Promociones, Todos los productos > Clip-On";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;929;;SI;SI;"<p data-start=""143"" data-end=""620"">El Formosa FLO018 C5 destaca por su excelente <strong data-start=""233"" data-end=""260"">relaci&oacute;n precio-calidad</strong>, ofreciendo practicidad y estilo a un valor accesible. Su estructura met&aacute;lica dorada liviana brinda comodidad y un dise&ntilde;o elegante, mientras que el clip-on solar imantado permite convertirlo en un lente de sol con protecci&oacute;n UV en segundos. Una opci&oacute;n vers&aacute;til y funcional, ideal para quienes buscan un anteojo confiable y con buen dise&ntilde;o sin gastar de m&aacute;s.</p>
<p data-start=""622"" data-end=""646""><strong data-start=""622"" data-end=""644"">TAMA&Ntilde;O M (MEDIANO)</strong></p>
<p>&nbsp;</p>
<p data-start=""648"" data-end=""715""><strong data-start=""648"" data-end=""673"">Accesorios incluidos:</strong> estuche / 1 clip</p>";"CLIPON, DAMA, METAL";;;FORMOSA;SI;;;;;Visible
rusty-bruice-mblk-optical;"RUSTY BRUICE MBLK OPTICAL";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;849;;SI;NO;"<p data-start=""80"" data-end=""453"">El Rusty Bruice MBLK combina el estilo aviador cl&aacute;sico con un dise&ntilde;o moderno y liviano. Su estructura de acetato negro mate aporta firmeza y comodidad, mientras que el doble puente integrado refuerza su car&aacute;cter distintivo. Ideal para quienes buscan un armaz&oacute;n vers&aacute;til, resistente y con una est&eacute;tica urbana que nunca pasa de moda.</p>
<p data-start=""455"" data-end=""478""><strong data-start=""455"" data-end=""476"">TAMA&Ntilde;O L (GRANDE)</strong></p>
<p>&nbsp;</p>
<p data-start=""480"" data-end=""547""><strong data-start=""480"" data-end=""505"">Accesorios incluidos:</strong> estuche</p>";"ARMAZON RECETA, RUSTY, TRANSPARENTE, URBANO";"Rusty Bruice MBLK: Lentes Aviador Negro Mate Livianos";"Descubrí el Rusty Bruice MBLK, lentes aviador negro mate con doble puente y diseño liviano. Versátiles, cómodos y estilos urbanos. ¡Compralos ya!";RUSTY;SI;;;;;Visible
ruana-r52-c3;"RUANA R52 C3";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;0;440;;SI;SI;"<p data-start=""69"" data-end=""470"">El Ruana R52 C3 combina elegancia y ligereza en un dise&ntilde;o fino y femenino. Su estructura met&aacute;lica dorada con detalles en negro sobre el borde superior resalta la mirada con sutileza y estilo. Gracias a sus apoyos nasales regulables y terminales suaves, ofrece un ajuste c&oacute;modo y seguro durante todo el d&iacute;a. Ideal para quienes buscan un look moderno, liviano y distinguido.</p>
<p data-start=""472"" data-end=""496""><strong data-start=""472"" data-end=""494"">TAMA&Ntilde;O S (CHICO)</strong></p>
<p>&nbsp;</p>
<p data-start=""498"" data-end=""565""><strong data-start=""498"" data-end=""523"">Accesorios incluidos:</strong> estuche&nbsp;&nbsp;</p>";"ARMAZON RECETA, METAL, RUANA";;;RUANA;SI;;;;;Visible
chamana-la-diabla-aqua;"CHAMANA - LA DIABLA (AQUA)";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;743;;SI;SI;"<p data-start=""80"" data-end=""527"">El modelo <em data-start=""129"" data-end=""145"">La Diabla Aqua</em> de Chamana es pura actitud. Su formato <strong data-start=""185"" data-end=""201"">extra grande</strong> y su dise&ntilde;o retro con bordes suaves lo convierten en un armaz&oacute;n protagonista, ideal para quienes aman destacar. Fabricado en acetato transl&uacute;cido color aqua, combina liviandad, resistencia y un estilo vanguardista que no pasa desapercibido. Perfecto para quienes buscan una presencia fuerte con un toque art&iacute;stico y moderno.</p>
<p data-start=""529"" data-end=""558""><strong data-start=""529"" data-end=""556"">TAMA&Ntilde;O XL (EXTRAGRANDE)</strong></p>
<p data-start=""65"" data-end=""492"">&nbsp;</p>
<p data-start=""560"" data-end=""627""><strong data-start=""560"" data-end=""585"">Accesorios incluidos:</strong> estuche / l&iacute;quido limpiador&nbsp;</p>";"ARMAZON RECETA, CHAMANA, TRANSPARENTE";"CHAMANA La Diabla Aqua XL: Gafas Retro Extra Grandes";"Descubre CHAMANA La Diabla Aqua, gafas XL retro en acetato aqua, livianas y resistentes. Destacá con estilo moderno. ¡Comprá ya con estuche y limpiador!";CHAMANA;SI;;;;;Visible
vulk-kirt;"VULK KIRT";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;215;;SI;SI;"<p data-start=""90"" data-end=""471"">El <strong>Vulk Kirt</strong> combina un estilo cl&aacute;sico con l&iacute;neas modernas en una estructura met&aacute;lica ultraliviana. Su formato redondo aporta un aire intelectual y contempor&aacute;neo, ideal para quienes buscan un dise&ntilde;o vers&aacute;til, c&oacute;modo y con personalidad. Perfecto para uso diario gracias a su ajuste liviano y materiales de alta calidad que garantizan durabilidad y confort.</p>
<p data-start=""473"" data-end=""497""><strong data-start=""473"" data-end=""495"">TAMA&Ntilde;O M (MEDIANO)</strong></p>
<p>&nbsp;</p>
<p data-start=""499"" data-end=""566""><strong data-start=""499"" data-end=""524"">Accesorios incluidos:</strong> estuche&nbsp;</p>";"ARMAZON RECETA, URBANO, VULK";;;VULK;SI;;;;;Visible
sol-valeria-mazza-6238-c2;"SOL VALERIA MAZZA 6238 c2";"Todos los productos > Lentes de Sol";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;733;;SI;NO;"<p data-start=""121"" data-end=""582"">El Valeria Mazza 6238 C2 destaca por su dise&ntilde;o elegante y femenino, con un formato oversize que realza la mirada y aporta un aire sofisticado. Su estructura de acetato en tonos miel y marfil se combina con varillas met&aacute;licas finas y el logotipo dorado caracter&iacute;stico de la marca. Los cristales con filtro UV400 aseguran protecci&oacute;n total frente a los rayos solares, ofreciendo confort visual y estilo en partes iguales.</p>
<p data-start=""584"" data-end=""607""><strong data-start=""584"" data-end=""605"">TAMA&Ntilde;O L (GRANDE)</strong></p>
<p data-start=""70"" data-end=""519"">&nbsp;</p>
<p data-start=""609"" data-end=""676""><strong data-start=""609"" data-end=""634"">Accesorios incluidos:</strong> estuche / l&iacute;quido limpiador /&nbsp;</p>";"ELEGANTE, LENTES DE SOL, VALERIA MAZZA";"Anteojos de Sol Valeria Mazza 6238 C2 Oversize con UV400";"Descubrí los anteojos Valeria Mazza 6238 C2, diseño oversize en acetato miel y marfil con protección UV400. Elegancia y confort para tu mirada. ¡Compralos ya!";"VALERIA MAZZA";SI;;;;;Visible
valeria-mazza-3964-c2;"VALERIA MAZZA 3964 C2";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;743;;SI;NO;"<p data-start=""65"" data-end=""492"">El Valeria Mazza 3964 C2 combina elegancia y personalidad en un dise&ntilde;o geom&eacute;trico ultraliviano. Su estructura met&aacute;lica en tono plateado con detalles sutiles en las varillas aporta distinci&oacute;n y estilo. Los apliques con brillos laterales realzan la feminidad sin exagerar, logrando un equilibrio perfecto entre delicadeza y presencia. Ideal para quienes buscan un look sofisticado y moderno.</p>
<p data-start=""494"" data-end=""517""><strong data-start=""494"" data-end=""515"">TAMA&Ntilde;O L (GRANDE)</strong></p>
<p data-start=""65"" data-end=""450"">&nbsp;</p>
<p data-start=""519"" data-end=""586""><strong data-start=""519"" data-end=""544"">Accesorios incluidos:</strong> estuche / l&iacute;quido limpiador / cadenita</p>";"ARMAZON RECETA, TRANSPARENTE, VALERIA MAZZA";"VALERIA MAZZA 3964 C2: Lentes metálicos ultralivianos y elegantes";"Descubrí los lentes VALERIA MAZZA 3964 C2 con diseño geométrico y brillos sutiles. Incluye estuche, limpiador y cadenita. ¡Elegí estilo y sofisticación!";"VALERIA MAZZA";SI;;;;;Visible
ruana-r92-c3;"RUANA R92 C3";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;953;;SI;SI;"<p data-start=""65"" data-end=""450"">Delicadeza y estilo en un solo dise&ntilde;o. El Ruana R92 C3 combina una estructura met&aacute;lica ultraliviana con un frente en tono rosa suave y detalles dorados que aportan elegancia y distinci&oacute;n. Sus terminales en acetato brindan un ajuste c&oacute;modo, ideal para uso prolongado. Perfecto para quienes buscan un look moderno, sofisticado y femenino sin perder ligereza.</p>
<p data-start=""452"" data-end=""476""><strong data-start=""452"" data-end=""474"">TAMA&Ntilde;O L (GRANDE)</strong></p>
<p data-start=""62"" data-end=""472"">&nbsp;</p>
<p data-start=""478"" data-end=""545""><strong data-start=""478"" data-end=""503"">Accesorios incluidos:</strong> estuche&nbsp;</p>";"ARMAZON RECETA, RUANA, TRANSPARENTE";;;RUANA;SI;;;;;Visible
ruana-r103-c4;"RUANA R103 C4";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;717;;SI;SI;"<p data-start=""62"" data-end=""472"">Elegante y con personalidad, el Ruana R103 C4 combina l&iacute;neas suaves con un dise&ntilde;o levemente cat eye que realza la mirada. Su color miel transl&uacute;cido aporta calidez y un toque moderno sin perder la sobriedad. Fabricado en acetato inyectado con bisagra flexible, ofrece gran comodidad y resistencia para el uso diario. Ideal para quienes buscan un estilo femenino, actual y vers&aacute;til.</p>
<p data-start=""474"" data-end=""497""><strong data-start=""474"" data-end=""495"">TAMA&Ntilde;O L (GRANDE)</strong></p>
<p>&nbsp;</p>
<p data-start=""499"" data-end=""566""><strong data-start=""499"" data-end=""524"">Accesorios incluidos:</strong> estuche&nbsp;</p>";"ARMAZON RECETA, RUANA, TRANSPARENTE";;;RUANA;SI;;;;;Visible
bello-cuore-bc251-c2;"BELLO CUORE - BC251 C2";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;724;;SI;SI;"<p>Descubr&iacute; el armaz&oacute;n <strong>BELLO CUORE BC251 C2</strong>, dise&ntilde;ado especialmente para damas que buscan modernidad y elegancia en cada detalle. Fabricado con el innovador material <em>Flexon</em>, ofrece una flexibilidad extraordinaria y un peso sumamente liviano, garantizando comodidad durante todo el d&iacute;a. Su estructura met&aacute;lica combina estilo y resistencia, ideal para acompa&ntilde;arte en cualquier ocasi&oacute;n con sofisticaci&oacute;n y confort.</p>
<p>TALLE M (MEDIANO)</p>";"ARMAZON RECETA, BELLO CUORE, METAL";;;"BELLO CUORE";SI;;;;;Visible
kayak-k1092-c4;"KAYAK - K1092 C4";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;552;;SI;SI;"<p>El ARMAZ&Oacute;N KAYAK K1092 destaca por su combinaci&oacute;n ideal de resistencia y ligereza, fabricado en material TR90 de alta calidad. Su dise&ntilde;o moderno, con un corte urbano y deportivo, incorpora tecnolog&iacute;a Flex para brindar una comodidad excepcional durante todo el d&iacute;a. Perfecto para quienes buscan un armaz&oacute;n confiable, elegante y funcional que se adapta a tu estilo de vida.</p>
<p>TALLE L (GRANDE)</p>";"ARMAZON RECETA, KAYAK, TRANSPARENTE";;;KAYAK;SI;;;;;Visible
ruana-r94-c3;"RUANA R94 C3";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;707;;SI;SI;"<p>El <strong>RUANA R94 C3</strong> es un armaz&oacute;n de metal que combina un dise&ntilde;o moderno con un toque vintage &uacute;nico. Su estructura es <em>resistente y liviana</em>, ideal para quienes buscan durabilidad sin sacrificar comodidad. Perfecto para cualquier ocasi&oacute;n, este modelo aporta estilo y sofisticaci&oacute;n a tu look diario.<br />Eleg&iacute; calidad y elegancia con RUANA, un cl&aacute;sico reinventado para vos.</p>
<p>TALLE M (MEDIANO)</p>";"ARMAZON RECETA, METAL, RUANA";"RUANA R94 C3: Armazón metálico resistente y estilo vintage";"Descubrí RUANA R94 C3, un armazón metálico liviano con diseño vintage y moderno. Elegí calidad y estilo para tu look diario. ¡Compralo ahora!";RUANA;SI;;;;;Visible
kayak-ktr-09-c5;"KAYAK KTR-09 C5";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;941;;SI;NO;"<p>El <strong>ARMAZ&Oacute;N KAYAK KTR-09 C5</strong> combina resistencia y ligereza gracias a su material TR90. Su dise&ntilde;o de corte urbano y deportivo con tecnolog&iacute;a <em>Flex</em> ofrece comodidad y durabilidad para el uso diario. Ideal para quienes buscan un armaz&oacute;n confiable, moderno y muy liviano que acompa&ntilde;a tu estilo con elegancia y funcionalidad.</p>
<p><br />TALLE M (MEDIANO)</p>";"ARMAZON RECETA, KAYAK, TRANSPARENTE";"Kayak KTR-09 C5: Armazón Liviano y Resistente en TR90";"El Kayak KTR-09 C5 ofrece diseño urbano y tecnología Flex en un armazón TR90 liviano y duradero. Ideal para uso diario con estilo y comodidad. ¡Compralo ya!";KAYAK;SI;;;;;Visible
vulk-the-guardian-version-mate;"VULK - THE GUARDIAN (VERSIÓN MATE)";"Todos los productos > Lentes de Sol";;;;;;;0.00;;0.30;25.00;8.00;8.00;;286;;SI;NO;"<p>Los <strong>Lentes de Sol VULK THE GUARDIAN</strong> en negro MATE combinan un dise&ntilde;o urbano con funcionalidad superior. Cuentan con un frente de armaz&oacute;n G-Flex que ofrece resistencia y flexibilidad, mientras que sus patillas incorporan un sistema de bisagras flexo para mayor confort. Las lentes polarizadas brindan protecci&oacute;n 100% UVA y UVB, cuidando tu vista con estilo y calidad.<br />Perfectos para quienes buscan un accesorio confiable y sofisticado para el d&iacute;a a d&iacute;a.</p>
<p>TALLE M (MEDIANO)</p>";"LENTES DE SOL, URBANO, VULK";;;VULK;SI;;;;;Visible
vulk-the-guardian-version-brillante;"VULK - THE GUARDIAN (VERSIÓN BRILLANTE)";"Todos los productos > Lentes de Sol";;;;;;;0.00;;0.30;25.00;8.00;8.00;;526;;SI;SI;"<p>Los <strong>Lentes de Sol VULK THE GUARDIAN</strong> en negro brillante combinan un dise&ntilde;o urbano con funcionalidad superior. Cuentan con un frente de armaz&oacute;n G-Flex que ofrece resistencia y flexibilidad, mientras que sus patillas incorporan un sistema de bisagras flexo para mayor confort. Las lentes polarizadas brindan protecci&oacute;n 100% UVA y UVB, cuidando tu vista con estilo y calidad.<br />Perfectos para quienes buscan un accesorio confiable y sofisticado para el d&iacute;a a d&iacute;a.</p>
<p>TALLE M (MEDIANO)</p>";"LENTES DE SOL, VULK";;;VULK;SI;;;;;Visible
ruana-r105-c2;"RUANA R105 C2";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;943;;SI;SI;"<p>Descubr&iacute; el <strong>ARMAZ&Oacute;N RUANA R105 C2</strong>, un dise&ntilde;o <em>cl&aacute;sico pero siempre vigente</em> con un toque moderno que no puede faltar en tu colecci&oacute;n. Fabricado con <strong>acetato inyectado</strong> y equipado con bisagra blex, es un modelo <strong>liviano</strong> y s&uacute;per c&oacute;modo. Su acabado <strong>color Nude </strong>aporta frescura y versatilidad, ideal para quienes buscan elegancia y funcionalidad en un solo accesorio.</p>
<p>TAMA&Ntilde;O L (GRANDE)</p>";"ARMAZON RECETA";;;RUANA;SI;;;;;Visible
vulk-fans-carey;"VULK FANS CAREY";"Todos los productos > Lentes de Sol";;;;;;;0.00;;0.30;25.00;8.00;8.00;0;530;;SI;SI;"<p>Descubr&iacute; los Lentes de Sol <strong>VULK FANS CAREY</strong>, con un dise&ntilde;o cl&aacute;sico inspirado en el modelo Erika, pero con un toque moderno y sofisticado. Su frente est&aacute; fabricado en resistente armaz&oacute;n G-Flex, mientras que las patillas cuentan con bisagra integrada y terminales de goma ajustables para un ajuste perfecto. Las lentes de policarbonato ofrecen <strong>protecci&oacute;n 100% UVA y UVB</strong>, cuidando tu vista con estilo y confort en cada momento.</p>
<p>TALLE M (MEDIO)</p>";"LENTES DE SOL, URBANO, VULK";"Lentes de Sol VULK FANS CAREY M - Diseño Clásico y Protección UV";"VULK FANS CAREY M ofrecen diseño clásico, armazón G-Flex y lentes 100% UVA/UVB. Ajuste cómodo y moderno. ¡Protegé tu vista con estilo hoy!";VULK;SI;;;;;Visible
ruana-r105-c3;"RUANA R105 C3";"Todos los productos > Armazones de Receta";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;581;;SI;SI;"<p>Descubr&iacute; el <strong>ARMAZ&Oacute;N RUANA R105 C3</strong>, un dise&ntilde;o <em>cl&aacute;sico pero siempre vigente</em> con un toque moderno que no puede faltar en tu colecci&oacute;n. Fabricado con <strong>acetato inyectado</strong> y equipado con bisagra blex, es un modelo <strong>liviano</strong> y s&uacute;per c&oacute;modo. Su acabado <strong>transparente</strong> aporta frescura y versatilidad, ideal para quienes buscan elegancia y funcionalidad en un solo accesorio.</p>
<p>TAMA&Ntilde;O L (GRANDE)</p>";"ARMAZON RECETA, RUANA, TRANSPARENTE";"Armazón RUANA R105 C3 Transparente, Ligero y Elegante L";"El armazón RUANA R105 C3 combina diseño clásico con bisagra blex y acetato liviano. Perfecto para un look fresco y cómodo. ¡Sumalo ya a tu estilo!";RUANA;SI;;;;;Visible
vulk-archive-a-ch-82;"VULK ARCHIVE A.CH 82";"Todos los productos > Lentes de Sol";;;;;;;0.00;;0.30;25.00;8.00;8.00;1;531;;SI;SI;"<p>Descubr&iacute; los <strong>Lentes de Sol VULK ARCHIVE A.CH 82</strong>, inspirados en el ic&oacute;nico dise&ntilde;o que us&oacute; Charly Garc&iacute;a en 1982. Su frente y patillas est&aacute;n fabricados en <em>acetato biodegradable</em>, combinando estilo y compromiso con el medio ambiente. Adem&aacute;s, cuentan con bisagras de acero inoxidable para mayor durabilidad y confort. Un accesorio &uacute;nico para quienes buscan elegancia y autenticidad en cada detalle.</p>";"CHARLY GARCIA, LENTES DE SOL, VINTAGE";"Lentes de Sol VULK ARCHIVE A.CH 82 Biodegradables y Durables";"Descubrí los lentes VULK ARCHIVE A.CH 82, con diseño icónico y acetato biodegradable. Elegí estilo y durabilidad. ¡Compralos ahora!";VULK;SI;;;;;Visible
limpia-cristales-lg-flex-35cc;"LIMPIA CRISTALES LG FLEX (35cc)";"Todos los productos > Accesorios";;;;;;;0.00;;0.30;25.00;8.00;8.00;;220;;SI;NO;"<p>Descubr&iacute; el <strong>Limpiacristales LG Flex (35cc)</strong>, especialmente formulado para cuidar y proteger todos los tipos de lentes oft&aacute;lmicos y sus tratamientos. Su f&oacute;rmula exclusiva mantiene tus gafas graduadas limpias, libres de rayones, tierra y arenilla, asegurando una visibilidad clara y &oacute;ptima durante todo el d&iacute;a. Ideal para el cuidado diario, es el aliado perfecto para preservar la calidad y durabilidad de tus lentes.</p>";limpiacristales;;;;SI;;;;;Visible
limpia-cristales-lg-flex-100cc;"LIMPIA CRISTALES LG FLEX (100cc)";"Todos los productos > Accesorios";;;;;;;0.00;;0.30;25.00;8.00;8.00;;221;;SI;NO;"<p>Descubr&iacute; el <strong>Limpiacristales LG Flex (100cc)</strong>, especialmente formulado para cuidar y proteger todos los tipos de lentes oft&aacute;lmicos y sus tratamientos. Su f&oacute;rmula exclusiva mantiene tus gafas graduadas limpias, libres de rayones, tierra y arenilla, asegurando una visibilidad clara y &oacute;ptima durante todo el d&iacute;a. Ideal para el cuidado diario, es el aliado perfecto para preservar la calidad y durabilidad de tus lentes.</p>";limpiacristales;"Limpiacristales LG Flex 100cc: Cuida y Protege Tus Lentes";"Limpiacristales LG Flex 100cc protege lentes oftálmicos, elimina rayones y suciedad. Mantén tus gafas limpias y claras todo el día. ¡Compralo ya!";;SI;;;;;Visible
acuvue-oasys-miopia-e-hipermetropia;"Acuvue Oasys (miopía e hipermetropía)";"Todos los productos > Lentes de Contacto";;;;;;;0.00;;0.25;25.00;8.00;8.00;;;;SI;NO;"<p>Proporcionando una excepcional comodidad en ambientes desafiantes, estos lentes de contacto pueden ayudar a mantener los ojos h&uacute;medos a lo largo del d&iacute;a y a reducir los s&iacute;ntomas de sequedad ocular asociados con el uso de pantallas digitales.</p>
<p><em>La caja incluye 6 lentes de contacto.&nbsp;</em></p>
<p><strong>Por favor, lee con atencion:</strong> Para garantizar que recibas el producto correcto, confirma que ya usas lentes de contacto y que la correccion elegida es la que te receto tu Contactologo. Las lentes de contacto no tienen cambio por error en la graduacion. Si tienes alguna duda, escribenos por WhatsApp.</p>";"ACUVUE, LENTES DE CONTACTO";;;ACUVUE;SI;;;;;Visible
acuvue-oasys-x2-miopia-e-hipermetropia-promo-2da-caja-con-70-de-descuento;"Acuvue Oasys x2 (miopía e hipermetropía) - PROMO 2da CAJA CON 70% DE DESCUENTO";"Todos los productos > Lentes de Contacto, Todos los productos > Promociones";;;;;;;0.00;;0.20;11.00;6.00;6.00;;;;SI;NO;"<p>Proporcionando una excepcional comodidad en ambientes desafiantes, estos lentes de contacto pueden ayudar a mantener los ojos h&uacute;medos a lo largo del d&iacute;a y a reducir los s&iacute;ntomas de sequedad ocular asociados con el uso de pantallas digitales.</p>
<p><em>La promo incluye 2 cajas incluye 6 lentes de contacto c/u.&nbsp;</em></p>
<p><strong>Por favor, lee con atencion:</strong>&nbsp;Para garantizar que recibas el producto correcto, confirma que ya usas lentes de contacto y que la correccion elegida es la que te receto tu Contactologo. Las lentes de contacto no tienen cambio por error en la graduacion. Si tienes alguna duda, escribenos por WhatsApp.</p>";"ACUVUE, LENTES DE CONTACTO";"Acuvue Oasys x2 lentes miopía e hipermetropía con 50% OFF";"Disfrutá comodidad y ojos hidratados todo el día con Acuvue Oasys x2. Promo 2da caja al 50%. ¡Comprá ahora y cuidá tu vista!";ACUVUE;SI;;;;;Visible
